,Title_new,Exp_min,Exp_max,NCR,Hyd,Pune,Mumbai,Bangalore,Chennai,Ahmedabad,Kolkata,Kochi,Jaipur,Trivandrum,Indore,Coimbatore,OthersLoc,Skills_list,Dates_new,Exp_avg,Predicted_Salary,Title,Labels6,Labels3
4457,Engineer,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['SQL Development', ' ETL', ' Data Warehousing', ' Informatica', ' SSIS']",22,5.5,1,4,1,0
4458,Developer,8,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Oracle SQL', ' PLSQL', ' PL', ' Linux', ' Database Design', ' SQL Tuning', ' SQL Loader']",21,10.0,1,3,1,1
4459,Generic,12,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['QlikView', ' SQL', ' Business Intelligence', ' Quality Standards', ' Project Management']",21,13.5,6,5,2,2
4460,Developer,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Unix', ' Windows', ' PLSQL', ' Stored procedures', ' Toad', ' Views', ' Front end design']",23,5.5,6,3,2,2
4461,Lead,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['core java', ' spring mvc', ' maven', ' spring framework', ' mysql', ' design patterns']",21,4.5,1,6,3,2
4462,Engineer,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,"['SQL', ' C#', ' Java', ' AWS', ' Docker', ' Azure', ' Cloud Engineer', ' System administrator']",9,2.5,1,4,1,0
4463,Lead,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Java', ' Algorithms', ' JSP', ' Javascript', ' XML', ' OOAD', ' SQL', ' Data Structures']",21,6.5,2,6,2,2
4464,Developer,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Hive', ' Hadoop', ' Sqoop', ' Flume', ' Oozie', ' Pig', ' HBase', ' Spark', ' SCALA', ' Big Data', ' HDFS']",21,6.5,0,3,1,1
4465,Generic,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['sql', ' linux', ' shell scripting', ' mysql', ' mysql dba expert', ' performance tuning']",22,9.5,0,5,3,1
4466,Developer,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['algorithms', ' data structures', ' elastic search', ' application development']",20,3.0,0,3,1,1
4467,Lead,7,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,"['Datastage', ' ETL', ' IIS datastage development', ' datastage development', ' Datastage']",22,9.5,1,6,3,1
4468,Generic,6,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['sas graph', ' sas stat', ' sas sql', ' statistical programming', ' base sas']",20,8.5,2,5,2,2
4469,Generic,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Teradata Administrator', ' Teradata', ' Teradata administration', ' data structures', '']",22,6.5,1,5,3,0
4470,Developer,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['SQL Server', ' Data Integration', ' Oracle', ' Talend', ' Postgresql', ' ETL Tool']",22,6.0,0,3,1,1
4471,Manager,10,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Objective C', ' XCode', ' Ios Sdk', ' Cocoa Touch', ' Core Data', ' SQLite', ' Swift']",22,12.5,2,7,3,1
4472,Developer,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['SQL Server', ' Developer', ' SSIS', ' MSBI', ' Stored Procedures', ' Database Development', '']",22,6.5,0,3,1,0
4473,Architect,8,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['oracle sql', ' data warehousing', ' data modeling', ' plsql', ' regulatory reporting']",22,10.5,0,1,1,1
4474,Developer,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['c', ' algorithms', ' dtv', ' rtos', ' data structures', ' stb', ' device driver development']",20,4.5,0,3,1,1
4475,Lead,6,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['Hive', ' Spark', ' Hadoop', ' HBase', ' Core Java', ' Software Development Methodologies']",21,7.5,0,6,3,1
4476,Lead,13,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['appium', ' qa automation', ' sql', ' java', ' selenium', ' automation testing', ' junit']",21,14.5,2,6,2,1
4477,Engineer,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Django', ' Python', ' Javascript', ' C', ' Core Java', ' MongoDB', ' Solr', ' Rest', ' Hadoop']",23,4.0,1,4,1,2
4478,Lead,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['SQL', ' Tableau', ' Bi', ' Postgres', ' Big Data']",23,6.5,2,6,2,2
4479,Consultant,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['SQL', ' OLM', ' SCOPE', ' Project Management', ' Business Process']",23,5.5,0,2,1,0
4480,Developer,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['Hibernate', ' J2Ee', ' Maven', ' Cassandra', ' NoSQL', ' Design Patterns', ' Android']",21,5.5,0,3,1,0
4481,Generic,7,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['R', ' Machine Learning', ' SAS', ' Cluster Analysis', ' Advanced Excel', ' SQL']",23,8.5,0,5,3,1
4482,Generic,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Oracle Project Accounting', ' SQL', ' Finance', ' Oracle E - business Suite', ' AR', ' Ap', '']",23,6.5,1,5,3,1
4483,Engineer,10,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['algorithms', ' java', ' data structures', ' ooad', ' software development']",25,12.5,2,4,2,1
4484,Engineer,6,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['C', ' Data Structures', ' C++', ' Algorithms', ' Java', ' Design Patterns']",23,8.5,4,4,2,2
4485,Developer,8,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['C', ' Data Structures', ' C++', ' Algorithms', ' Object Oriented Programming']",26,10.5,1,3,1,1
4486,Engineer,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['data structures', ' algorithms', ' java', ' object oriented programming']",23,6.0,1,4,1,1
4487,Developer,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['oracle sql', ' unix shell scripting', ' data warehousing', ' data integration']",23,5.0,0,3,1,0
4488,Engineer,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['C', ' Java', ' C++', ' Algorithms', ' Android', ' Design Patterns', ' Webrtc', ' H264', ' RTP']",26,7.5,0,4,1,1
4489,Developer,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Algorithms', ' Core Java', ' Appium', ' Test Engineering', ' Spring', ' Test Cases']",24,3.5,0,3,1,0
4490,Developer,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['IPad', ' Core Data', ' Objective C', ' XCode', ' IOS', ' IPhone', ' Swift', ' Apple', ' Algorithms', '']",26,3.5,0,3,1,0
4491,Lead,5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Hive', ' Hadoop', ' Mapreduce', ' Java', ' HBase', ' Pig', ' NoSQL', ' Big Data', ' Solr', ' J2Ee']",19,7.5,6,6,2,2
4492,Developer,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Python', ' Django', ' Data Science', ' Big Data', ' Python Developer']",19,4.5,6,3,2,2
4493,Lead,10,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Big Data', ' Data Mining', ' Use Cases', ' Data Scientist', ' machine learning', ' spss', ' R']",25,14.0,2,6,2,1
4494,Developer,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Teradata SQL', ' Fastexport', ' ETL Tool', ' Fastload', ' Data Warehousing', ' Datastage']",28,6.0,0,3,1,1
4495,Manager,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Javascript', ' JQuery', ' Angularjs', ' Node.Js', ' MySQL', ' Ruby Rails', ' Web Services']",19,9.5,0,7,3,1
4496,Consultant,5,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,"['sql', ' oracle', ' data warehousing', ' plsql', ' odi', ' control - m', ' jdbc']",26,7.5,0,2,1,1
4497,Generic,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['HTML', ' PHP', ' Java', ' XML', ' C++', ' DITA', ' Python', ' Database', ' Github', ' Languages']",26,9.5,0,5,3,1
4498,Manager,5,10,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,"['Java', ' Python', ' Postgresql', ' Rest', ' Postgres', ' Oauth', ' Perl', ' SAML']",26,7.5,4,7,2,2
4499,Developer,8,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['Java', ' C++', ' Software Development', ' SQL', ' Database', ' Websphere', ' Rest', ' SOAP']",26,10.0,0,3,1,1
4500,Developer,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['Java', ' C++', ' Software Development', ' SQL', ' Database', ' Websphere', ' Rest', ' SOAP']",26,5.5,0,3,1,0
4501,Developer,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Node.Js', ' Mean Stack', ' Big Data Analytics', ' Predictive Modeling', ' Front End']",26,2.5,0,3,1,0
4502,Architect,10,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['java', ' j2ee', ' c++', ' couchdb', ' redis', ' python', ' cassandra', ' ruby', ' nosql']",23,12.5,6,1,2,2
4503,Analyst,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['c', ' business analysis', ' python', ' data analysis', ' artificial intelligence', ' excel']",23,2.5,0,0,1,0
4504,Architect,10,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Advanced Analytics', ' Bi', ' Fraud Analytics', ' Big Data', ' Data Management', ' SAS FCM']",26,12.5,1,1,1,1
4505,Engineer,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Algorithms', ' Data Structures', ' Java', ' DBMS', ' Rest', ' Software Development']",23,2.5,0,4,1,0
4506,Developer,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['django', ' javascript', ' python', ' html5', ' web development', ' git', ' front end', ' svn']",23,5.0,6,3,2,2
4507,Lead,3,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0,"['C', ' Javascript', ' Algorithms', ' Node.Js', ' MySQL', ' Ruby', ' Rabbitmq', ' Web Development', '']",23,5.0,0,6,3,0
4508,Engineer,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['spark', ' java', ' sql', ' xml', ' hive', ' reporting tools', ' security compliance']",26,4.0,0,4,1,1
4509,Engineer,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Java', ' Machine Learning', ' Algorithms', ' Data Mining', ' Image Processing']",23,5.5,0,4,1,0
4510,Generic,10,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,"['SAS', ' Logistic Regression', ' Predictive Modeling', ' R', ' Statistical Programming']",26,12.5,0,5,3,1
4511,Generic,4,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,"['SAS', ' Logistic Regression', ' Predictive Modeling', ' R', ' Statistical Programming']",26,6.5,0,5,3,0
4512,Generic,12,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['SQL', ' Excel', ' Business Intelligence', ' Data Analytics', ' Data Warehousing']",26,15.0,2,5,2,1
4513,Engineer,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Data Structures', ' Algorithms', ' Android SDK', ' Software Engineering', ' Threading']",26,2.0,0,4,1,0
4514,Lead,6,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['mongodb', ' java', ' team leading', ' System design', ' data structures', ' algorithms']",23,7.0,3,6,2,2
4515,Lead,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Ansible', ' Ubuntu Linux', ' Big Data', ' Puppet', ' AWS', ' Bash', ' GIT', ' Rest', ' Jenkins']",26,5.0,2,6,2,2
4516,Manager,9,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Unix', ' Development Management', ' Python', ' Linux', ' Business Analysis']",23,10.5,2,7,3,1
4517,Generic,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Algorithms', ' C++', ' Java', ' Object Oriented Design', ' Data Structures']",26,7.0,0,5,3,1
4518,Lead,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['Java', ' Data Structures', ' Algorithms', ' C++', ' Object Oriented Programming', ' Rest']",26,3.5,0,6,3,0
4519,Lead,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['ETL', ' Datawarehousing', ' Hadoop']",19,10.5,1,6,3,1
4520,Engineer,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Database Administration', ' Database Maintenance', ' Data Modeling']",27,7.5,0,4,1,1
4521,Lead,13,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['Data Science', ' Machine Learning', ' Artificial Intelligence', ' Lean Six Sigma']",26,15.0,0,6,3,1
4522,Engineer,6,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Image Processing', ' MATLAB', ' C++', ' Algorithms', ' Machine Learning']",26,7.5,0,4,1,1
4523,Lead,6,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Obia', ' ODI', ' SQL', ' Oracle Data Integrator', ' OBIEE', ' Finance', ' Oracle Database']",26,8.5,2,6,2,2
4524,Analyst,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Algorithms', ' OOP', ' C++', ' Data Structures', ' Multithreading', ' Core Java']",23,2.5,0,0,1,0
4525,Lead,6,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Data Structures', ' Algorithms', ' Java', ' Multithreading', ' Software Design']",24,8.0,3,6,2,2
4526,Generic,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['java', ' redis', ' mysql', ' open source', ' problem solving', ' Hibernate', ' Spring']",26,5.5,2,5,2,2
4527,Generic,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['SQL', ' Oracle Data Integrator', ' Data Warehousing', ' Teradata', ' Data Management']",28,6.5,1,5,3,1
4528,Generic,6,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['C', ' C++', ' Python', ' SQL', ' C#', ' Database', ' Languages', ' Programming', ' PNL']",23,8.0,0,5,3,1
4529,Architect,9,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Algorithms', ' C++', ' Data Structures', ' Java', ' OOA', ' OOD', ' Machine Learning']",27,11.5,0,1,1,1
4530,Generic,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Algorithms', ' C++', ' Data Structures', ' Java', ' Programming', ' Languages', ' Analytics']",27,9.5,0,5,3,1
4531,Generic,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Algorithms', ' C++', ' Data Structures', ' Java', ' Programming', ' Languages', ' Analytics']",27,4.5,0,5,3,0
4532,Developer,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['C#', ' .NET Framework', ' Microsoft Azure', ' SQL', ' Object Oriented Programming', ' Data']",26,5.5,0,3,1,1
4533,Developer,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['SQL', ' Unix', ' ETL', ' PL', ' Data Warehousing', ' PLSQL', ' Linux']",27,3.5,0,3,1,1
4534,Lead,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['R', ' Advanced Analytics', ' SQL', ' Predictive Modeling', ' Statistical Modeling', ' Data']",26,6.5,2,6,2,2
4535,Architect,9,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,"['Algorithms', ' C++', ' Java', ' Data Structures', ' OOA', ' OOD', ' Machine Learning']",26,11.5,0,1,1,1
4536,Lead,8,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Java Lead', ' Java', ' Multi - threading', ' Data Structure', ' Algorithm']",26,10.0,5,6,2,2
4537,Manager,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['statistical modelling', ' statistical analytics', ' logistic regression']",27,6.5,1,7,3,0
4538,Lead,6,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Obia', ' SQL', ' ODI', ' Oracle Data Integrator', ' OBIEE', ' Finance', ' ETL']",27,8.0,2,6,2,2
4539,Scientist,8,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,"['machine learning', ' statstics', ' data analytics', ' modeling', ' analysis']",23,10.5,4,8,2,2
4540,Developer,8,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['SQL', ' Unix Shell Scripting', ' Oracle PL', ' Data Modeling', ' ETL', ' PLSQL']",23,10.5,0,3,1,1
4541,Lead,7,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['Logistic Regression', ' Chaid', ' Cluster Analysis', ' SAS', ' R', ' Predictive Modeling']",26,8.5,0,6,3,1
4542,Lead,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Java', ' J2Ee', ' Algorithms', ' Multithreading', ' Threading', ' Software Engineering']",26,5.0,2,6,2,2
4543,Consultant,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['SQL', ' Data Warehousing', ' ETL', ' Data Integration', ' Data Modeling', ' Data Quality']",22,6.0,0,2,1,1
4544,Manager,12,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['data integration', ' data warehousing', ' dwh', ' dwbi', ' bi', ' business intelligence']",19,14.0,2,7,3,1
4545,Manager,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['hive', ' oracle', ' flume', ' etl', ' spark', ' informatica', ' scala', ' big data', ' dwbi']",27,10.5,0,7,3,1
4546,Lead,6,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Java', ' Algorithms', ' Clojure', ' Data Structures', ' SCALA', ' Multithreading', ' Ruby']",28,8.0,3,6,2,2
4547,Engineer,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Information Retrieval', ' Algorithms', ' Java', ' Machine Learning']",26,9.5,1,4,1,1
4548,Lead,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['SQL', ' Tableau', ' Business Intelligence', ' Bi', ' Big Data', ' Dashboards', ' BI / DW']",28,6.5,2,6,2,2
4549,Engineer,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Java', ' Algorithms', ' Data Structures', ' SCALA', ' Python', ' Hive', ' Rabbitmq', ' Hdfs', ' AWS']",26,6.0,1,4,1,1
4550,Generic,10,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Javascript', ' JQuery', ' Core Data', ' Ajax', ' IOS', ' MySQL', ' PHP', ' XCode', ' Objective C']",26,13.0,2,5,2,1
4551,Developer,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Javascript', ' Core Data', ' JQuery', ' XCode', ' Objective C', ' IOS', ' Ajax', ' MySQL', ' PHP']",26,7.5,0,3,1,1
4552,Architect,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Web Applications', ' web application development', ' Java', ' .Net', ' Ruby', ' Python']",26,9.5,2,1,1,2
4553,Architect,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['ssrs', ' ssis', ' ms sql server', ' ssas', ' msbi', ' etl', ' client relationship']",28,5.0,0,1,1,1
4554,Developer,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Javascript', ' Angularjs', ' SVG', ' MongoDB', ' NoSQL', ' Github', ' Cassandra', ' Data Science']",26,5.0,6,3,2,2
4555,Engineer,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Core Java', ' Algorithms', ' J2Ee', ' MySQL', ' Data Structures', ' TDD', ' Web Technologies', '']",26,3.5,0,4,1,0
4556,Lead,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['HTML', ' CSS', ' Javascript', ' Algorithms', ' Java', ' Data Structures', ' Web Technologies', '']",28,6.5,2,6,2,2
4557,Lead,8,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['C++', ' Java', ' Data Structures', ' Multithreading', ' OOPS', ' Oracle SQL', ' RDBMS']",27,10.0,1,6,3,1
4558,Lead,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['C++', ' Java', ' Data Structures', ' Multithreading', ' OOPS', ' Oracle SQL', ' RDBMS']",27,4.5,1,6,3,0
4560,Manager,10,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['Veritas Cluster', ' Veritas Volume Manager', ' VCS', ' Problem Management', ' Unix', ' Big']",28,12.0,0,7,3,1
4561,Engineer,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['SQL', ' Scalability', ' Linux', ' Unix', ' Cloud Computing', ' HP Data Protector']",28,4.5,1,4,1,0
4562,Engineer,5,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['C', ' Algorithms', ' Data Structures', ' C++', ' Java', ' Software Development', ' Linux']",28,7.5,0,4,1,1
4563,Architect,6,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Advanced Java', ' Spring', ' Web Services', ' NoSQL', ' SOA', ' SQL', ' Web Technologies']",19,8.5,0,1,1,1
4564,Lead,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Golang ', ' Python ', ' PHP ', ' Node.js ', ' Java ', ' Algorithm ', ' Data Structure ']",28,7.0,2,6,2,2
4565,Engineer,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Machine Learning ', ' Data Scientist ', ' Technical Architect ', ' Algorithm ', ' NLP ', '']",28,6.0,1,4,1,1
4566,Engineer,5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Python ', ' Algorithm ', ' Data Structure ', ' Multithreading ', ' Golang ', ' Cassandra ', '']",28,7.5,4,4,2,2
4567,Generic,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['C', ' Algorithms', ' Java', ' R', ' Python', ' Logistic Regression', ' C++', ' Data Analysis']",28,5.0,2,5,2,2
4568,Manager,12,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Java', ' J2Ee', ' Web Services', ' SOA', ' Design Patterns', ' Oracle', ' Spark', ' Big Data']",29,17.0,5,7,2,2
4569,Generic,6,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Golden Gate', ' SQL', ' Patching', ' Expect', ' Dataguard', ' Database Administration']",29,8.5,0,5,3,1
4570,Developer,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['C#', ' MVC', ' ASP.Net', ' SQL Server', ' ASP', ' K2', ' .Net', ' Web Services']",30,4.5,0,3,1,1
4571,Engineer,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Data Structures', ' C++', ' Algorithms', ' Java', ' Software Development', ' SQL']",30,7.5,2,4,2,2
4572,Engineer,3,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,"['Big Data', ' Data Science', ' Computer Science', ' Software Engineering']",30,4.0,0,4,1,1
4573,Engineer,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Hive', ' Impala', ' Java', ' Software Development', ' SQL', ' Big Data', ' Docker', ' Python']",30,5.0,0,4,1,0
4574,Engineer,3,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,"['big data', ' data science', ' software engineering', ' data processing']",30,4.0,0,4,1,1
4576,Generic,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,"['hibernate', ' spring', ' core java', ' multithreading', ' algorithms', ' collections', ' jdbc']",29,6.5,0,5,3,0
4577,Developer,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Python', ' Django', ' Data Science', ' Big Data', ' Django Framework', ' Python Developer', '']",19,4.5,6,3,2,2
4578,Lead,6,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Hive', ' Hadoop', ' Mapreduce', ' Java', ' HBase', ' Pig', ' NoSQL', ' Big Data', ' Solr', ' J2Ee']",19,8.5,3,6,2,2
4579,Engineer,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['css', ' html', ' javascript', ' maven', ' sql', ' git', ' core java', ' algorithms']",29,5.5,1,4,1,0
4580,Lead,5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Hive', ' Hadoop', ' Mapreduce', ' Java', ' HBase', ' Pig', ' NoSQL', ' Big Data', ' Solr', ' J2Ee']",28,7.5,6,6,2,2
4581,Developer,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Unix Shell Scripting', ' ETL', ' OBIEE', ' Informatica', ' PLSQL', ' Data Warehousing', ' ODI']",30,3.0,0,3,1,1
4582,Developer,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['C++', ' Data Structures', ' Algorithms', ' STL', ' Boost', ' Javascript', ' Web Technologies']",30,5.5,0,3,1,0
4583,Lead,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['C', ' C++', ' Data Structures', ' STL', ' YACC', ' LEX', ' Algorithms']",30,6.5,2,6,2,2
4584,Engineer,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['objective c', ' ios development', ' core data', ' data structures', ' algorithms']",30,3.5,0,4,1,0
4585,Lead,6,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['c', ' algorithms', ' c++', ' data structures', ' java', ' clojure', ' multithreading', ' sql']",30,8.0,3,6,2,2
4586,Architect,9,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"['algorithms', ' natural language processing', ' machine learning', ' java', ' nlp']",30,11.5,0,1,1,1
4587,Lead,8,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['algorithms', ' data structures', ' c++', ' javascript', ' software development']",30,10.5,0,6,3,1
4588,Architect,12,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['c', ' sql', ' rdbms', ' c++', ' database', ' data warehousing', ' open source']",30,17.0,0,1,1,1
4589,Lead,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['Logistic Regression', ' R', ' Linear Regression', ' Data Science', ' Machine Learning']",30,6.0,0,6,3,1
4590,Generic,6,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,"['performance tuning', ' database administration', ' backup', ' mysql', ' mysql dba']",42,8.5,0,5,3,1
4591,Lead,8,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['Algorithms', ' Java', ' Software Development', ' Data Structures']",30,10.5,1,6,3,1
4592,Generic,5,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,"['SQL Server', ' NUnit', ' Automation Framework', ' Windows Application', ' C#']",34,7.5,0,5,3,1
4593,Developer,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['c++', ' c', ' sql', ' java', ' rdbms', ' unix shell scripting', ' server side programming']",30,9.5,1,3,1,1
4594,Lead,8,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,"['core java', ' scalability', ' microservices architecture', ' hadoop', ' hive', ' pig']",23,10.5,5,6,2,2
4595,Developer,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,"['ssrs', ' sql server', ' ssas', ' msbi', ' database development', ' web technologies', ' ssis', '']",27,4.5,0,3,1,1
